Policy,nPublic,PatientProb,PatientCreated,PublicSaved,Dead,Alive,DeathRate
1,3,0.15,1515,711,786,18,0.518811881
1,3,0.15,1528,721,787,20,0.515052356
1,3,0.15,1468,720,738,10,0.502724796
1,3,0.15,1510,640,859,11,0.568874172
1,3,0.15,1518,729,765,24,0.503952569
1,3,0.15,1457,696,747,14,0.512697323
1,3,0.15,1551,638,901,12,0.580915538
1,3,0.15,1541,700,827,14,0.536664504
1,3,0.15,1506,661,825,20,0.547808765
1,3,0.15,1471,675,784,12,0.532970768
1,3,0.15,1480,735,737,8,0.497972973
1,3,0.15,1461,722,724,15,0.495550992
1,3,0.15,1496,778,701,17,0.468582888
1,3,0.15,1454,681,752,21,0.517193948
1,3,0.15,1458,716,727,15,0.498628258
1,3,0.15,1517,772,728,17,0.479894529
1,3,0.15,1486,706,763,17,0.51345895
1,3,0.15,1472,667,789,16,0.536005435
1,3,0.15,1509,612,882,15,0.584493042
1,3,0.15,1454,771,662,21,0.455295736
1,3,0.15,1513,669,819,25,0.541308658
1,3,0.15,1518,659,847,12,0.557971014
1,3,0.15,1494,708,777,9,0.520080321
1,3,0.15,1467,792,662,13,0.451261077
1,3,0.15,1519,675,837,7,0.551020408
1,3,0.15,1450,801,632,17,0.435862069
1,3,0.15,1461,715,731,15,0.500342231
1,3,0.15,1568,737,823,8,0.524872449
1,3,0.15,1492,690,785,17,0.52613941
1,3,0.15,1490,746,723,21,0.485234899
1,3,0.15,1532,722,799,11,0.52154047
1,3,0.15,1493,730,747,16,0.500334896
1,3,0.15,1485,636,836,13,0.562962963
1,3,0.15,1478,758,709,11,0.4797023
1,3,0.15,1567,723,829,15,0.529036375
1,3,0.15,1456,704,734,18,0.504120879
1,3,0.15,1505,729,763,13,0.506976744
1,3,0.15,1451,769,668,14,0.460372157
1,3,0.15,1486,675,796,15,0.535666218
1,3,0.15,1562,662,878,22,0.562099872
1,3,0.15,1485,732,730,23,0.491582492
1,3,0.15,1520,698,809,13,0.532236842
1,3,0.15,1441,758,663,20,0.460097155
1,3,0.15,1461,777,671,13,0.45927447
1,3,0.15,1472,714,745,13,0.50611413
1,3,0.15,1594,639,943,12,0.591593476
1,3,0.15,1551,658,878,15,0.566086396
1,3,0.15,1533,663,848,22,0.553163731
1,3,0.15,1479,734,731,14,0.494252874
1,3,0.15,1503,686,795,22,0.528942116
1,3,0.15,1485,691,788,6,0.530639731
1,3,0.15,1524,681,820,23,0.538057743
1,3,0.15,1529,739,779,11,0.509483322
1,3,0.15,1502,696,796,10,0.529960053
1,3,0.15,1500,644,835,21,0.556666667
1,3,0.15,1486,675,796,15,0.535666218
1,3,0.15,1467,807,640,20,0.436264485
1,3,0.15,1510,734,761,15,0.50397351
1,3,0.15,1608,681,914,13,0.56840796
1,3,0.15,1498,698,787,13,0.525367156
1,3,0.15,1475,739,725,11,0.491525424
1,3,0.15,1546,661,868,17,0.5614489
1,3,0.15,1484,770,694,20,0.467654987
1,3,0.15,1501,722,764,15,0.508994004
1,3,0.15,1488,641,833,14,0.559811828
1,3,0.15,1456,688,758,10,0.520604396
1,3,0.15,1456,781,666,9,0.457417582
1,3,0.15,1483,710,757,16,0.510451787
1,3,0.15,1461,753,694,14,0.475017112
1,3,0.15,1505,666,818,21,0.543521595
1,3,0.15,1443,783,645,15,0.446985447
1,3,0.15,1472,734,719,19,0.488451087
1,3,0.15,1452,757,677,18,0.466253444
1,3,0.15,1522,743,756,23,0.496714849
1,3,0.15,1469,745,720,4,0.49012934
1,3,0.15,1488,641,833,14,0.559811828
1,3,0.15,1427,755,655,17,0.459004905
1,3,0.15,1413,796,602,15,0.426043878
1,3,0.15,1436,693,732,11,0.509749304
1,3,0.15,1544,624,902,18,0.584196891
1,3,0.15,1465,698,753,14,0.513993174
1,3,0.15,1419,701,705,13,0.496828753
1,3,0.15,1547,640,883,24,0.570782159
1,3,0.15,1503,635,852,16,0.566866267
1,3,0.15,1426,741,671,14,0.470546985
1,3,0.15,1522,655,846,21,0.555847569
1,3,0.15,1533,663,858,12,0.559686888
1,3,0.15,1579,749,808,22,0.511716276
1,3,0.15,1530,632,885,13,0.578431373
1,3,0.15,1493,657,823,13,0.551239116
1,3,0.15,1579,749,808,22,0.511716276
1,3,0.15,1478,665,793,20,0.536535859
1,3,0.15,1502,773,711,18,0.473368842
1,3,0.15,1478,709,753,16,0.50947226
1,3,0.15,1540,724,801,15,0.52012987
1,3,0.15,1525,650,860,15,0.563934426
1,3,0.15,1450,801,632,17,0.435862069
1,3,0.15,1510,720,773,17,0.51192053
1,3,0.15,1522,769,740,13,0.486202365
1,3,0.15,1529,739,779,11,0.509483322
1,3,0.2,2013,525,1469,19,0.729756582
1,3,0.2,2003,516,1469,18,0.7333999
1,3,0.2,1928,577,1333,18,0.691390041
1,3,0.2,1966,555,1383,28,0.7034588
1,3,0.2,1970,583,1369,18,0.694923858
1,3,0.2,2019,551,1447,21,0.716691431
1,3,0.2,1980,584,1375,21,0.694444444
1,3,0.2,2087,476,1596,15,0.764734068
1,3,0.2,2011,531,1452,28,0.722028841
1,3,0.2,2122,499,1593,30,0.75070688
1,3,0.2,1981,500,1461,20,0.73750631
1,3,0.2,2038,493,1517,28,0.744357213
1,3,0.2,2004,515,1467,22,0.732035928
1,3,0.2,1941,570,1348,23,0.694487378
1,3,0.2,2064,514,1523,27,0.737887597
1,3,0.2,2069,517,1531,21,0.739971
1,3,0.2,2040,556,1463,21,0.717156863
1,3,0.2,2063,532,1510,21,0.731943771
1,3,0.2,1966,529,1415,22,0.719735504
1,3,0.2,2030,524,1487,19,0.732512315
1,3,0.2,2003,502,1479,22,0.738392411
1,3,0.2,2002,546,1433,23,0.715784216
1,3,0.2,2041,531,1488,22,0.729054385
1,3,0.2,2025,504,1503,18,0.742222222
1,3,0.2,1984,548,1417,19,0.71421371
1,3,0.2,2005,501,1481,23,0.738653367
1,3,0.2,1975,579,1375,21,0.696202532
1,3,0.2,2023,572,1431,20,0.707365299
1,3,0.2,2012,545,1440,27,0.715705765
1,3,0.2,2008,549,1433,26,0.713645418
1,3,0.2,1982,546,1422,14,0.717457114
1,3,0.2,2007,540,1452,15,0.723467862
1,3,0.2,2007,462,1521,24,0.757847534
1,3,0.2,1977,548,1401,28,0.708649469
1,3,0.2,1989,529,1444,16,0.725992961
1,3,0.2,2025,504,1503,18,0.742222222
1,3,0.2,1944,562,1362,20,0.700617284
1,3,0.2,2030,552,1451,27,0.714778325
1,3,0.2,2001,496,1482,23,0.740629685
1,3,0.2,1955,554,1381,20,0.706393862
1,3,0.2,2075,504,1551,20,0.74746988
1,3,0.2,1998,546,1431,21,0.716216216
1,3,0.2,1970,520,1425,25,0.723350254
1,3,0.2,2085,476,1586,23,0.760671463
1,3,0.2,1993,526,1445,22,0.725037632
1,3,0.2,1949,563,1362,24,0.698819908
1,3,0.2,1970,517,1430,23,0.725888325
1,3,0.2,1989,554,1422,13,0.714932127
1,3,0.2,1888,641,1225,22,0.648834746
1,3,0.2,1995,582,1398,15,0.70075188
1,3,0.2,1957,587,1345,25,0.687276444
1,3,0.2,2028,487,1521,20,0.75
1,3,0.2,1939,504,1416,19,0.730273337
1,3,0.2,2003,516,1469,18,0.7333999
1,3,0.2,1988,576,1391,21,0.699698189
1,3,0.2,1953,599,1334,20,0.683051715
1,3,0.2,2036,472,1538,26,0.75540275
1,3,0.2,2034,546,1471,17,0.723205506
1,3,0.2,2008,486,1503,19,0.748505976
1,3,0.2,1930,561,1345,24,0.696891192
1,3,0.2,1936,532,1382,22,0.713842975
1,3,0.2,1954,557,1371,26,0.701637666
1,3,0.2,1908,472,1414,22,0.741090147
1,3,0.2,1991,554,1425,12,0.715720743
1,3,0.2,1972,590,1360,22,0.689655172
1,3,0.2,1980,524,1436,20,0.725252525
1,3,0.2,2017,489,1505,23,0.74615766
1,3,0.2,2012,496,1499,17,0.745029821
1,3,0.2,2068,473,1575,20,0.761605416
1,3,0.2,2004,523,1461,20,0.729041916
1,3,0.2,2007,462,1521,24,0.757847534
1,3,0.2,2019,523,1476,20,0.731054978
1,3,0.2,1997,512,1461,24,0.731597396
1,3,0.2,2020,580,1424,16,0.704950495
1,3,0.2,1944,562,1362,20,0.700617284
1,3,0.2,2003,516,1469,18,0.7333999
1,3,0.2,2024,532,1465,27,0.723814229
1,3,0.2,1901,501,1378,22,0.724881641
1,3,0.2,1932,566,1345,21,0.696169772
1,3,0.2,1945,569,1355,21,0.696658098
1,3,0.2,2040,508,1513,19,0.741666667
1,3,0.2,2028,487,1521,20,0.75
1,3,0.2,1983,537,1430,16,0.721129602
1,3,0.2,2049,522,1511,16,0.737432894
1,3,0.2,2057,490,1547,20,0.752066116
1,3,0.2,2055,477,1552,26,0.755231144
1,3,0.2,1975,577,1381,17,0.699240506
1,3,0.2,2007,533,1458,16,0.726457399
1,3,0.2,1998,473,1507,18,0.754254254
1,3,0.2,2057,469,1563,25,0.759844434
1,3,0.2,1962,524,1423,15,0.725280326
1,3,0.2,2002,525,1444,33,0.721278721
1,3,0.2,1968,551,1401,16,0.711890244
1,3,0.2,1930,529,1388,13,0.719170984
1,3,0.2,1983,537,1430,16,0.721129602
1,3,0.2,2071,504,1549,18,0.747947851
1,3,0.2,2014,558,1437,19,0.713505462
1,3,0.2,1989,586,1377,26,0.692307692
1,3,0.2,1992,492,1479,21,0.74246988
1,3,0.2,1942,540,1378,24,0.709577755
1,3,0.5,4981,239,4693,49,0.942180285
1,3,0.5,4991,232,4718,41,0.945301543
1,3,0.5,4929,249,4627,53,0.938729966
1,3,0.5,5018,205,4746,67,0.945795138
1,3,0.5,4989,253,4678,58,0.937662858
1,3,0.5,5038,247,4736,55,0.940055578
1,3,0.5,4905,231,4611,63,0.940061162
1,3,0.5,5026,216,4759,51,0.946876244
1,3,0.5,5010,292,4658,60,0.929740519
1,3,0.5,5028,230,4739,59,0.942521877
1,3,0.5,5040,239,4746,55,0.941666667
1,3,0.5,5027,246,4727,54,0.94032226
1,3,0.5,4891,261,4584,46,0.93723165
1,3,0.5,5085,197,4834,54,0.950639135
1,3,0.5,4990,207,4734,49,0.948697395
1,3,0.5,5025,191,4782,52,0.951641791
1,3,0.5,4989,247,4685,57,0.939065945
1,3,0.5,4994,220,4722,52,0.945534642
1,3,0.5,5037,233,4759,45,0.944808418
1,3,0.5,5064,258,4752,54,0.938388626
1,3,0.5,5023,259,4705,59,0.93669122
1,3,0.5,5067,223,4796,48,0.946516677
1,3,0.5,4964,262,4645,57,0.935737309
1,3,0.5,4967,245,4675,47,0.941211999
1,3,0.5,5044,246,4742,56,0.940126883
1,3,0.5,5007,240,4714,53,0.941481925
1,3,0.5,5037,230,4755,52,0.944014294
1,3,0.5,5077,248,4769,60,0.939334253
1,3,0.5,4924,234,4637,53,0.941714054
1,3,0.5,4959,241,4658,60,0.939302279
1,3,0.5,5005,258,4691,56,0.937262737
1,3,0.5,4905,231,4611,63,0.940061162
1,3,0.5,4925,253,4612,60,0.936446701
1,3,0.5,4926,247,4624,55,0.938692651
1,3,0.5,5026,271,4691,64,0.933346598
1,3,0.5,5046,264,4722,60,0.935790725
1,3,0.5,5013,257,4701,55,0.937761819
1,3,0.5,5053,252,4748,53,0.939639818
1,3,0.5,4999,200,4740,59,0.948189638
1,3,0.5,4962,216,4698,48,0.946795647
1,3,0.5,5015,208,4740,67,0.945164506
1,3,0.5,5000,233,4709,58,0.9418
1,3,0.5,4961,235,4677,49,0.942753477
1,3,0.5,5008,249,4700,59,0.938498403
1,3,0.5,4998,223,4714,61,0.943177271
1,3,0.5,5048,259,4727,62,0.93641046
1,3,0.5,4957,194,4704,59,0.948961065
1,3,0.5,5009,285,4677,47,0.933719305
1,3,0.5,4994,260,4684,50,0.937925511
1,3,0.5,5040,224,4754,62,0.943253968
1,3,0.5,5041,277,4711,53,0.934536798
1,3,0.5,4935,262,4616,57,0.935359676
1,3,0.5,5067,213,4800,54,0.947306098
1,3,0.5,5038,208,4774,56,0.947598253
1,3,0.5,4983,217,4709,57,0.945013044
1,3,0.5,4995,234,4708,53,0.942542543
1,3,0.5,4960,249,4655,56,0.938508065
1,3,0.5,4989,276,4662,51,0.934455803
1,3,0.5,4961,281,4632,48,0.933682725
1,3,0.5,5081,233,4789,59,0.942530998
1,3,0.5,4924,226,4639,59,0.942120227
1,3,0.5,5076,260,4762,54,0.938140268
1,3,0.5,4945,239,4649,57,0.940141557
1,3,0.5,5110,265,4787,58,0.936790607
1,3,0.5,5041,238,4754,49,0.943066852
1,3,0.5,5108,257,4792,59,0.938136257
1,3,0.5,5049,226,4765,58,0.943751238
1,3,0.5,4979,207,4715,57,0.946977305
1,3,0.5,5067,238,4777,52,0.942766923
1,3,0.5,5010,268,4688,54,0.935728543
1,3,0.5,4971,225,4696,50,0.944679139
1,3,0.5,5026,216,4759,51,0.946876244
1,3,0.5,5036,245,4733,58,0.939833201
1,3,0.5,4921,251,4615,55,0.937817517
1,3,0.5,4969,211,4704,54,0.94666935
1,3,0.5,5002,235,4712,55,0.942023191
1,3,0.5,4924,231,4637,56,0.941714054
1,3,0.5,4978,261,4658,59,0.935717155
1,3,0.5,5028,230,4739,59,0.942521877
1,3,0.5,4988,252,4689,47,0.940056135
1,3,0.5,4989,247,4687,55,0.939466827
1,3,0.5,5068,209,4805,54,0.948105762
1,3,0.5,4974,232,4693,49,0.943506232
1,3,0.5,5090,260,4765,65,0.936149312
1,3,0.5,5000,242,4695,63,0.939
1,3,0.5,4999,241,4699,59,0.939987998
1,3,0.5,5091,256,4778,57,0.938518955
1,3,0.5,5028,298,4677,53,0.930190931
1,3,0.5,4921,232,4638,51,0.942491364
1,3,0.5,4968,255,4650,63,0.935990338
1,3,0.5,5023,253,4720,50,0.939677484
1,3,0.5,5065,212,4790,63,0.945705824
1,3,0.5,4992,250,4685,57,0.938501603
1,3,0.5,5033,258,4713,62,0.93641963
1,3,0.5,5018,219,4737,62,0.944001594
1,3,0.5,5073,247,4776,50,0.94145476
1,3,0.5,5044,246,4742,56,0.940126883
1,3,0.5,5070,203,4812,55,0.949112426
1,3,0.5,5014,227,4733,54,0.943956921
1,3,0.5,4900,202,4643,55,0.94755102
1,4,0.15,1497,1297,190,10,0.126920508
1,4,0.15,1531,1300,213,18,0.139124755
1,4,0.15,1469,1311,145,13,0.098706603
1,4,0.15,1472,1310,158,4,0.107336957
1,4,0.15,1540,1226,309,5,0.200649351
1,4,0.15,1500,1212,279,9,0.186
1,4,0.15,1486,1224,252,10,0.169582773
1,4,0.15,1442,1268,167,7,0.115811373
1,4,0.15,1470,1302,155,13,0.105442177
1,4,0.15,1465,1229,229,7,0.156313993
1,4,0.15,1441,1263,163,15,0.113115892
1,4,0.15,1507,1206,289,12,0.191771732
1,4,0.15,1454,1307,133,14,0.091471802
1,4,0.15,1496,1215,278,3,0.185828877
1,4,0.15,1437,1261,161,15,0.11203897
1,4,0.15,1526,1274,233,19,0.152686763
1,4,0.15,1541,1235,299,7,0.194029851
1,4,0.15,1507,1217,286,4,0.189781022
1,4,0.15,1464,1303,158,3,0.107923497
1,4,0.15,1528,1198,327,3,0.214005236
1,4,0.15,1528,1177,340,11,0.222513089
1,4,0.15,1456,1135,316,5,0.217032967
1,4,0.15,1465,1229,229,7,0.156313993
1,4,0.15,1463,1324,135,4,0.092276145
1,4,0.15,1472,1315,145,12,0.098505435
1,4,0.15,1475,1245,215,15,0.145762712
1,4,0.15,1532,1245,284,3,0.18537859
1,4,0.15,1555,1165,382,8,0.245659164
1,4,0.15,1516,1311,193,12,0.127308707
1,4,0.15,1477,1171,290,16,0.19634394
1,4,0.15,1518,1165,345,8,0.227272727
1,4,0.15,1483,1312,162,9,0.109238031
1,4,0.15,1557,1291,245,21,0.157353886
1,4,0.15,1447,1321,119,7,0.082239115
1,4,0.15,1482,1239,229,14,0.154520918
1,4,0.15,1423,1316,93,14,0.065354884
1,4,0.15,1483,1342,123,18,0.082939987
1,4,0.15,1544,1226,312,6,0.202072539
1,4,0.15,1449,1272,169,8,0.11663216
1,4,0.15,1464,1204,245,15,0.167349727
1,4,0.15,1421,1330,86,5,0.06052076
1,4,0.15,1464,1219,227,18,0.155054645
1,4,0.15,1522,1266,249,7,0.163600526
1,4,0.15,1528,1195,318,15,0.208115183
1,4,0.15,1509,1296,206,7,0.136514248
1,4,0.15,1497,1297,190,10,0.126920508
1,4,0.15,1465,1230,232,3,0.158361775
1,4,0.15,1501,1329,161,11,0.107261825
1,4,0.15,1532,1273,247,12,0.161227154
1,4,0.15,1510,1144,353,13,0.233774834
1,4,0.15,1554,1133,405,16,0.260617761
1,4,0.15,1527,1328,182,17,0.11918795
1,4,0.15,1551,1268,279,4,0.179883946
1,4,0.15,1542,1239,294,9,0.190661479
1,4,0.15,1574,1159,396,19,0.25158831
1,4,0.15,1496,1168,319,9,0.213235294
1,4,0.15,1504,1286,199,19,0.13231383
1,4,0.15,1501,1258,229,14,0.152564957
1,4,0.15,1445,1271,157,17,0.108650519
1,4,0.15,1474,1289,179,6,0.121438263
1,4,0.15,1476,1264,197,15,0.133468835
1,4,0.15,1514,1214,292,8,0.192866579
1,4,0.15,1461,1268,192,1,0.131416838
1,4,0.15,1523,1291,221,11,0.145108339
1,4,0.15,1490,1130,350,10,0.234899329
1,4,0.15,1440,1224,204,12,0.141666667
1,4,0.15,1486,1331,145,10,0.097577389
1,4,0.15,1553,1144,390,19,0.251126851
1,4,0.15,1473,1235,223,15,0.151391718
1,4,0.15,1539,1166,363,10,0.235867446
1,4,0.15,1464,1320,138,6,0.094262295
1,4,0.15,1524,1247,267,10,0.17519685
1,4,0.15,1572,1135,428,9,0.272264631
1,4,0.15,1460,1267,177,16,0.121232877
1,4,0.15,1503,1217,282,4,0.18762475
1,4,0.15,1518,1165,345,8,0.227272727
1,4,0.15,1500,1215,273,12,0.182
1,4,0.15,1489,1203,272,14,0.182672935
1,4,0.15,1557,1245,294,18,0.188824663
1,4,0.15,1467,1328,121,18,0.082481254
1,4,0.15,1486,1134,343,9,0.230820996
1,4,0.15,1537,1132,396,9,0.257644763
1,4,0.15,1528,1261,260,7,0.170157068
1,4,0.15,1555,1165,382,8,0.245659164
1,4,0.15,1455,1329,114,12,0.078350515
1,4,0.15,1509,1255,244,10,0.161696488
1,4,0.15,1505,1243,241,21,0.16013289
1,4,0.15,1514,1265,235,14,0.155217966
1,4,0.15,1478,1245,221,12,0.149526387
1,4,0.15,1491,1176,311,4,0.208584842
1,4,0.15,1418,1253,152,13,0.10719323
1,4,0.15,1499,1317,169,13,0.112741828
1,4,0.15,1498,1346,138,14,0.09212283
1,4,0.15,1473,1265,186,22,0.126272912
1,4,0.15,1424,1177,242,5,0.16994382
1,4,0.15,1572,1135,428,9,0.272264631
1,4,0.15,1518,1283,226,9,0.148880105
1,4,0.15,1496,1276,205,15,0.137032086
1,4,0.15,1548,1181,349,18,0.225452196
1,4,0.15,1546,1218,318,10,0.205692109
1,4,0.2,2051,856,1171,24,0.570941004
1,4,0.2,1943,966,969,8,0.49871333
1,4,0.2,2015,895,1101,19,0.546401985
1,4,0.2,1882,1013,851,18,0.452178533
1,4,0.2,1982,899,1059,24,0.534308779
1,4,0.2,2034,922,1094,18,0.537856441
1,4,0.2,1938,979,937,22,0.483488132
1,4,0.2,2003,858,1128,17,0.563155267
1,4,0.2,2012,927,1066,19,0.529821074
1,4,0.2,1927,865,1040,22,0.539699014
1,4,0.2,2015,933,1066,16,0.529032258
1,4,0.2,2038,836,1185,17,0.581452404
1,4,0.2,1928,918,991,19,0.514004149
1,4,0.2,1951,890,1042,19,0.534085085
1,4,0.2,1992,906,1069,17,0.536646586
1,4,0.2,1966,982,969,15,0.492878942
1,4,0.2,1943,966,969,8,0.49871333
1,4,0.2,1924,861,1043,20,0.542099792
1,4,0.2,2054,893,1137,24,0.553554041
1,4,0.2,1956,1007,937,12,0.479038855
1,4,0.2,2023,1030,966,27,0.477508651
1,4,0.2,1985,891,1069,25,0.538539043
1,4,0.2,2080,819,1236,25,0.594230769
1,4,0.2,2071,907,1151,13,0.555770159
1,4,0.2,2005,960,1012,33,0.504738155
1,4,0.2,2062,841,1199,22,0.581474297
1,4,0.2,2019,927,1076,16,0.532937098
1,4,0.2,1955,841,1094,20,0.559590793
1,4,0.2,1970,996,949,25,0.481725888
1,4,0.2,2020,927,1074,19,0.531683168
1,4,0.2,1953,898,1035,20,0.529953917
1,4,0.2,1956,966,970,20,0.49591002
1,4,0.2,1947,1028,895,24,0.459681561
1,4,0.2,2036,990,1032,14,0.506876228
1,4,0.2,1970,995,949,26,0.481725888
1,4,0.2,1992,951,1016,25,0.510040161
1,4,0.2,1984,973,998,13,0.503024194
1,4,0.2,1997,981,1004,12,0.502754131
1,4,0.2,2083,819,1234,30,0.592414786
1,4,0.2,1977,987,965,25,0.488113303
1,4,0.2,1984,964,1002,18,0.505040323
1,4,0.2,2005,992,989,24,0.493266833
1,4,0.2,2015,903,1086,26,0.538957816
1,4,0.2,2002,906,1069,27,0.533966034
1,4,0.2,2042,966,1056,20,0.517140059
1,4,0.2,2063,923,1120,20,0.542898691
1,4,0.2,2047,924,1100,23,0.537371764
1,4,0.2,1968,965,988,15,0.50203252
1,4,0.2,2034,955,1058,21,0.520157325
1,4,0.2,2012,871,1121,20,0.557157058
1,4,0.2,1990,875,1088,27,0.546733668
1,4,0.2,2057,895,1137,25,0.552746719
1,4,0.2,2013,835,1153,25,0.57277695
1,4,0.2,2025,889,1117,19,0.551604938
1,4,0.2,1983,893,1071,19,0.540090772
1,4,0.2,2068,810,1238,20,0.598646035
1,4,0.2,2018,916,1084,18,0.53716551
1,4,0.2,2013,893,1096,24,0.544461003
1,4,0.2,2049,928,1106,15,0.5397755
1,4,0.2,2072,887,1171,14,0.56515444
1,4,0.2,2000,1030,946,24,0.473
1,4,0.2,1962,1004,941,17,0.47961264
1,4,0.2,1993,963,1008,22,0.505770196
1,4,0.2,2098,920,1149,29,0.547664442
1,4,0.2,2032,914,1090,28,0.536417323
1,4,0.2,2038,891,1129,18,0.553974485
1,4,0.2,1980,937,1015,28,0.512626263
1,4,0.2,2054,962,1070,22,0.520934761
1,4,0.2,2000,915,1067,18,0.5335
1,4,0.2,1954,881,1048,25,0.536335722
1,4,0.2,2082,889,1169,24,0.561479347
1,4,0.2,2063,921,1116,26,0.540959767
1,4,0.2,2004,906,1081,17,0.539421158
1,4,0.2,2010,939,1048,23,0.521393035
1,4,0.2,1981,920,1036,25,0.522968198
1,4,0.2,1992,917,1055,20,0.529618474
1,4,0.2,1990,875,1088,27,0.546733668
1,4,0.2,1980,965,993,22,0.501515152
1,4,0.2,1938,1001,917,20,0.473168215
1,4,0.2,1993,954,1014,25,0.508780733
1,4,0.2,2055,871,1163,21,0.56593674
1,4,0.2,1987,841,1129,17,0.568193256
1,4,0.2,2005,1005,984,16,0.490773067
1,4,0.2,2057,856,1171,30,0.569275644
1,4,0.2,1985,926,1033,26,0.520403023
1,4,0.2,1996,992,982,22,0.491983968
1,4,0.2,2032,849,1166,17,0.573818898
1,4,0.2,2025,876,1129,20,0.557530864
1,4,0.2,1967,951,1000,16,0.508388409
1,4,0.2,1962,869,1074,19,0.547400612
1,4,0.2,1974,934,1016,24,0.514690983
1,4,0.2,1971,929,1021,21,0.518011162
1,4,0.2,2001,898,1082,21,0.540729635
1,4,0.2,2018,916,1084,18,0.53716551
1,4,0.2,1979,890,1076,13,0.543708944
1,4,0.2,1979,906,1054,19,0.532592218
1,4,0.2,1958,825,1114,19,0.568947906
1,4,0.2,2013,901,1090,22,0.541480378
1,4,0.2,1994,1024,952,18,0.477432297
1,4,0.2,2060,925,1120,15,0.54368932
1,4,0.5,4973,396,4525,52,0.909913533
1,4,0.5,5079,397,4626,56,0.910809214
1,4,0.5,4893,387,4458,48,0.911097486
1,4,0.5,5012,358,4604,50,0.918595371
1,4,0.5,4970,367,4542,61,0.9138833
1,4,0.5,4874,380,4435,59,0.909930242
1,4,0.5,5029,350,4624,55,0.919467091
1,4,0.5,4956,422,4475,59,0.902945924
1,4,0.5,4994,381,4551,62,0.911293552
1,4,0.5,5027,349,4615,63,0.91804257
1,4,0.5,5026,324,4644,58,0.923995225
1,4,0.5,4959,368,4534,57,0.914297237
1,4,0.5,5003,322,4629,52,0.925244853
1,4,0.5,5007,381,4564,62,0.911523867
1,4,0.5,5126,325,4747,54,0.926063207
1,4,0.5,4975,315,4606,54,0.925829146
1,4,0.5,4998,334,4611,53,0.922569028
1,4,0.5,4963,404,4497,62,0.906105178
1,4,0.5,5048,338,4665,45,0.924128368
1,4,0.5,5064,356,4660,48,0.920221169
1,4,0.5,4958,393,4510,55,0.909640984
1,4,0.5,5072,389,4616,67,0.910094637
1,4,0.5,4939,344,4538,57,0.918809476
1,4,0.5,4977,368,4563,46,0.91681736
1,4,0.5,4980,401,4519,60,0.907429719
1,4,0.5,5004,408,4544,52,0.908073541
1,4,0.5,4951,392,4500,59,0.908907291
1,4,0.5,4949,371,4524,54,0.914124065
1,4,0.5,5077,365,4656,56,0.917077014
1,4,0.5,5012,411,4543,58,0.906424581
1,4,0.5,5059,411,4590,58,0.907293932
1,4,0.5,4971,396,4512,63,0.907664454
1,4,0.5,5011,350,4599,62,0.917780882
1,4,0.5,5012,390,4573,49,0.912410215
1,4,0.5,5008,377,4571,60,0.912739617
1,4,0.5,5041,409,4573,59,0.907161278
1,4,0.5,4953,334,4565,54,0.921663638
1,4,0.5,5035,392,4591,52,0.911817279
1,4,0.5,4982,389,4531,62,0.909474107
1,4,0.5,5038,379,4605,54,0.914053196
1,4,0.5,5015,368,4597,50,0.91665005
1,4,0.5,5105,372,4677,56,0.916160627
1,4,0.5,5012,401,4546,65,0.907023144
1,4,0.5,5032,402,4582,48,0.910572337
1,4,0.5,5008,352,4599,57,0.918330671
1,4,0.5,5048,399,4592,57,0.909667195
1,4,0.5,4959,363,4541,55,0.915708812
1,4,0.5,5064,398,4610,56,0.910347551
1,4,0.5,5039,365,4607,67,0.914268704
1,4,0.5,4998,357,4572,69,0.914765906
1,4,0.5,4859,364,4436,59,0.91294505
1,4,0.5,4977,321,4609,47,0.926059875
1,4,0.5,4973,392,4530,51,0.910918962
1,4,0.5,5041,311,4683,47,0.928982345
1,4,0.5,5041,409,4573,59,0.907161278
1,4,0.5,4975,379,4541,55,0.912763819
1,4,0.5,4962,407,4498,57,0.906489319
1,4,0.5,4994,431,4510,53,0.9030837
1,4,0.5,4991,390,4548,53,0.911240232
1,4,0.5,5115,388,4669,58,0.912805474
1,4,0.5,4988,394,4535,59,0.909182037
1,4,0.5,4987,420,4509,58,0.904150792
1,4,0.5,4991,391,4558,42,0.913243839
1,4,0.5,5064,346,4664,54,0.921011058
1,4,0.5,5098,361,4683,54,0.918595528
1,4,0.5,5136,351,4731,54,0.92114486
1,4,0.5,4958,396,4511,51,0.909842678
1,4,0.5,5059,348,4660,51,0.921130658
1,4,0.5,5055,341,4662,52,0.922255193
1,4,0.5,4969,353,4571,45,0.919903401
1,4,0.5,5025,402,4567,56,0.908855721
1,4,0.5,5045,350,4649,46,0.921506442
1,4,0.5,4995,365,4576,54,0.916116116
1,4,0.5,5006,395,4554,57,0.90970835
1,4,0.5,4996,345,4593,58,0.919335468
1,4,0.5,4964,362,4546,56,0.915793715
1,4,0.5,4908,407,4456,45,0.90790546
1,4,0.5,5015,379,4575,61,0.91226321
1,4,0.5,4982,383,4535,64,0.910276997
1,4,0.5,4994,353,4587,54,0.918502203
1,4,0.5,4953,369,4523,61,0.913183929
1,4,0.5,5089,364,4670,55,0.917665553
1,4,0.5,5078,334,4695,49,0.924576605
1,4,0.5,4994,414,4534,46,0.907889467
1,4,0.5,5012,358,4594,60,0.91660016
1,4,0.5,4966,369,4540,57,0.914216673
